gene,cluster_id,timepoint,cluster_name,n_cells,pct_pos,is_pronephros
ripply1,187,24,24hpf-pronephric duct,8,0.0,True
ripply1,189,24,24hpf-epidermal - s100a11,8,0.0,False
ripply1,190,24,24hpf-lateral line - krt15,14,0.0,False
ripply1,191,24,24hpf-epidermal - and1,26,3.85,False
ripply1,193,24,24hpf-epidermal - rbp4,35,2.86,False
ripply1,194,24,24hpf-epidermal - col7a1l,60,1.67,False
ripply1,195,24,24hpf-epidermal - kera,24,0.0,False
ripply1,51,14,14hpf-epidermal - pfn1,741,1.75,False
ripply1,52,14,14hpf-optic primordium,223,4.04,False
ripply1,53,14,14hpf-mesoderm - blood island,43,4.65,False
ripply1,54,14,14hpf-neural - diencephalon,88,2.27,False
ripply1,55,14,14hpf-tailbud - PSM,299,20.4,False
ripply1,56,14,14hpf-epidermal anterior,313,3.83,False
ripply1,57,14,14hpf-neural - hindbrain,298,1.68,False
ripply1,58,14,14hpf-endoderm,57,15.79,False
ripply1,59,14,14hpf-epidermal - foxi3a,75,1.33,False
ripply1,60,14,14hpf-neural crest,201,1.0,False
ripply1,61,14,14hpf-mesoderm - pharyngeal arch,71,66.2,False
ripply1,62,14,14hpf-notocord,42,0.0,False
ripply1,63,14,14hpf-epidermal - otic placode,69,1.45,False
ripply1,64,14,14hpf-mesoderm - heart field,67,5.97,False
ripply1,65,14,14hpf-differentiating neurons - rohon beard,29,17.24,False
ripply1,66,14,14hpf-mesoderm - lateral plate - cxcl12a,44,9.09,False
ripply1,67,14,14hpf-neural crest - crestin,82,6.1,False
ripply1,68,14,14hpf-neural - midbrain,340,1.47,False
ripply1,69,14,14hpf-mesoderm - pronephric duct,14,14.29,True
ripply1,70,14,14hpf-neural -  floorplate,13,0.0,False
ripply1,71,14,14hpf-germline,5,20.0,False
ripply1,72,14,14hpf-hatching gland,14,28.57,False
ripply1,73,14,14hpf-periderm,11,0.0,False
ripply1,74,14,14hpf-mesoderm - endothelial,33,0.0,False
ripply1,75,14,14hpf-tailbud - spinal cord,547,7.31,False
ripply1,76,14,14hpf-neural - telencephalon,174,2.3,False
ripply1,77,14,14hpf-lateral line primordium,84,2.38,False
ripply1,78,14,14hpf-differentiating neurons,24,4.17,False
ripply1,79,18,18hpf-neural - diencephalon,161,2.48,False
ripply1,80,18,18hpf-neural - midbrain,988,5.06,False
ripply1,81,18,18hpf-epidermal - olfactory placode,28,0.0,False
ripply1,82,18,18hpf-neural - telencephalon,301,2.99,False
ripply1,83,18,18hpf-neural - dorsal hindbrain,578,7.61,False
ripply1,84,18,18hpf-differentiating neurons,252,6.75,False
ripply1,85,18,18hpf-ionocyte - ca2,48,0.0,False
ripply1,86,18,18hpf-epidermal - anterior,182,3.3,False
ripply1,87,18,18hpf-hatching gland,20,0.0,False
ripply1,88,18,18hpf-epidermal - sox4b,59,5.08,False
ripply1,89,18,18hpf-optic cup,390,6.41,False
ripply1,90,18,18hpf-tailbud - spinal cord,277,4.33,False
ripply1,91,18,18hpf-pectoral fin field,66,13.64,False
ripply1,92,18,18hpf-heart field,158,17.72,False
ripply1,93,18,18hpf-lens placode,39,0.0,False
ripply1,94,18,18hpf-neural crest - grem2,281,9.61,False
ripply1,95,18,18hpf-erythroid,256,5.47,False
ripply1,96,18,18hpf-macrophage,30,10.0,False
ripply1,97,18,18hpf-tailbud - PSM,407,35.14,False
ripply1,98,18,18hpf-myotome,169,12.43,False
ripply1,99,18,18hpf-notocord,28,7.14,False
ripply1,NaN,?,(unknown),17,11.76,False
sall1a,100,18,18hpf-endothelial,149,13.42,False
sall1a,101,18,18hpf-otic placode,51,0.0,False
sall1a,102,18,18hpf-neural - hindbrain ventral nkx6.2,76,40.79,False
sall1a,103,18,18hpf-germline,9,0.0,False
sall1a,105,18,18hpf-pronephric duct - posterior,11,36.36,True
sall1a,106,18,18hpf-neural -  floorplate,6,50.0,False
sall1a,107,18,18hpf-heart mature,17,17.65,False
sall1a,108,18,18hpf-macrophage - ly75,14,0.0,False
sall1a,109,18,18hpf-pronephric duct,10,20.0,True
sall1a,110,18,18hpf-periderm,15,6.67,False
sall1a,111,18,18hpf-pancreas primordium,8,12.5,False
sall1a,112,18,18hpf-differentiating neurons - rohon beard,26,15.38,False
sall1a,113,18,18hpf-retina pigmented epithelium,46,4.35,False
sall1a,114,18,18hpf-differentiating neurons - dlx,30,30.0,False
sall1a,115,18,18hpf-epidermal - pfn1,383,12.27,False
sall1a,116,18,18hpf-lateral line primordium,46,4.35,False
sall1a,117,18,18hpf-endoderm,142,23.94,False
sall1a,118,18,18hpf-neural - midbrain ventral nkx6.2,126,38.1,False
sall1a,119,18,18hpf-pharyngeal arch,202,11.88,False
sall1a,120,18,18hpf-neural crest - crestin,148,4.05,False
sall1a,121,18,18hpf-differentiating neurons - phox2a,8,100.0,False
sall1a,122,18,18hpf-differentiating neurons - eomesa,28,0.0,False
sall1a,123,18,18hpf-neural - ventral hindbrain,684,44.15,False
sall1a,124,24,24hpf-differentiating neurons - hmx,30,20.0,False
sall1a,125,24,24hpf-differentiating neurons - dlx,65,33.85,False
sall1a,126,24,24hpf-epidermal - prr15la,24,4.17,False
sall1a,127,24,24hpf-pancreas primordium,6,16.67,False
sall1a,128,24,24hpf-ionocyte - ca2,31,3.23,False
sall1a,129,24,24hpf-leukocyte,13,0.0,False
sall1a,130,24,24hpf-neural - ventral hindbrain,911,53.9,False
sall1a,131,24,24hpf-erythroid,506,2.96,False
sall1a,132,24,24hpf-differentiating neurons - phox2a,44,68.18,False
sall1a,133,24,24hpf-mesoderm - emp2,31,3.23,False
sall1a,134,24,24hpf-differentiating neurons,523,43.02,False
sall1a,136,24,24hpf-neural - midbrain,1211,23.29,False
sall1a,137,24,24hpf-neural - dorsal spinal cord,31,35.48,False
sall1a,138,24,24hpf-neural - diencephalon,203,46.8,False
sall1a,139,24,24hpf-neural crest,8,25.0,False
sall1a,140,24,24hpf-optic cup,772,7.12,False
sall1a,141,24,24hpf-periderm,22,9.09,False
sall1a,142,24,24hpf-tailbud - spinal cord,144,50.0,False
sall1a,143,24,24hpf-pectoral fin bud,104,17.31,False
sall1a,144,24,24hpf-macrophage,61,6.56,False
sall1a,145,24,24hpf-epidermal - grhl3,12,0.0,False
sall1a,146,24,24hpf-epidermal - olfactory placode,44,25.0,False
sall1a,147,24,24hpf-neural - dorsal hindbrain,667,3.6,False
sall1a,148,24,24hpf-otic placode,33,12.12,False
sall1a,149,24,24hpf-endoderm,64,18.75,False
sall1a,150,24,24hpf-myotome,32,6.25,False
sall1a,151,24,24hpf-pharyngeal pouch,53,32.08,False
sall1a,152,24,24hpf-epidermal - anterior,75,8.0,False
sall1a,153,24,24hpf-tailbud - PSM,23,65.22,False
sall1a,154,24,24hpf-pharyngeal arch - tbx1,22,18.18,False
sall1a,155,24,24hpf-endothelial,127,7.09,False
sall1a,156,24,24hpf-hatching gland,32,6.25,False
sall1a,157,24,24hpf-differentiating neurons - eomesa,101,6.93,False
sall1a,158,24,24hpf-pharyngeal arch - cd248b,135,3.7,False
sall1a,159,24,24hpf-lens,14,7.14,False
sall1a,160,24,24hpf-neural - floorplate,9,44.44,False
sall1a,161,24,24hpf-endothelial - posterior,53,5.66,False
sall1a,164,24,24hpf-epidermal - atp1a1a.2,38,7.89,False
sall1a,165,24,24hpf-neural - hindbrain roofplate,37,5.41,False
sall1a,166,24,24hpf-differentiating neurons - rohon beard,62,20.97,False
sall1a,167,24,24hpf-retina pigmented epithelium,37,2.7,False
sall1a,168,24,24hpf-neural - telencephalon,351,42.74,False
sall1a,169,24,24hpf-neural - midbrain ventral nkx6.2,191,49.21,False
sall1a,170,24,24hpf-neural - hindbrain gsx1,245,42.86,False
sall1a,171,24,24hpf-neural - posterior ventral nkx6.2,146,72.6,False
sall1a,172,24,24hpf-germline,9,0.0,False
sall1a,174,24,24hpf-heart,71,18.31,False
sall1a,177,24,24hpf-neural - diencephalon posterior,46,19.57,False
sall1a,178,24,24hpf-pharyngeal arch - ndnf,44,4.55,False
sall1a,179,24,24hpf-heart - hoxd9a,34,29.41,False
sall1a,180,24,24hpf-epidermal - muc5ac,17,0.0,False
sall1a,182,24,24hpf-neural crest - xanthophore,27,3.7,False
sall1a,183,24,24hpf-neural crest - melanoblast,23,4.35,False
sall1a,184,24,24hpf-neural crest - iridoblast,5,0.0,False
sall1a,185,24,24hpf-neural crest - grem2,92,9.78,False
sall1a,186,24,24hpf-neural crest - mcamb,52,5.77,False
sall1a,187,24,24hpf-pronephric duct,8,50.0,True
sall1a,189,24,24hpf-epidermal - s100a11,8,25.0,False
sall1a,190,24,24hpf-lateral line - krt15,14,0.0,False
sall1a,191,24,24hpf-epidermal - and1,26,19.23,False
sall1a,193,24,24hpf-epidermal - rbp4,35,2.86,False
sall1a,194,24,24hpf-epidermal - col7a1l,60,5.0,False
sall1a,195,24,24hpf-epidermal - kera,24,4.17,False
sall1a,51,14,14hpf-epidermal - pfn1,741,9.45,False
sall1a,52,14,14hpf-optic primordium,223,24.66,False
sall1a,53,14,14hpf-mesoderm - blood island,43,27.91,False
sall1a,54,14,14hpf-neural - diencephalon,88,46.59,False
sall1a,55,14,14hpf-tailbud - PSM,299,10.7,False
sall1a,56,14,14hpf-epidermal anterior,313,6.07,False
sall1a,57,14,14hpf-neural - hindbrain,298,18.79,False
sall1a,58,14,14hpf-endoderm,57,24.56,False
sall1a,59,14,14hpf-epidermal - foxi3a,75,0.0,False
sall1a,60,14,14hpf-neural crest,201,1.49,False
sall1a,61,14,14hpf-mesoderm - pharyngeal arch,71,11.27,False
sall1a,62,14,14hpf-notocord,42,21.43,False
sall1a,63,14,14hpf-epidermal - otic placode,69,7.25,False
sall1a,64,14,14hpf-mesoderm - heart field,67,29.85,False
sall1a,65,14,14hpf-differentiating neurons - rohon beard,29,13.79,False
sall1a,66,14,14hpf-mesoderm - lateral plate - cxcl12a,44,31.82,False
sall1a,67,14,14hpf-neural crest - crestin,82,1.22,False
sall1a,68,14,14hpf-neural - midbrain,340,22.65,False
sall1a,69,14,14hpf-mesoderm - pronephric duct,14,92.86,True
sall1a,70,14,14hpf-neural -  floorplate,13,46.15,False
sall1a,71,14,14hpf-germline,5,20.0,False
sall1a,72,14,14hpf-hatching gland,14,7.14,False
sall1a,73,14,14hpf-periderm,11,18.18,False
sall1a,74,14,14hpf-mesoderm - endothelial,33,9.09,False
sall1a,75,14,14hpf-tailbud - spinal cord,547,30.16,False
sall1a,76,14,14hpf-neural - telencephalon,174,16.67,False
sall1a,77,14,14hpf-lateral line primordium,84,1.19,False
sall1a,78,14,14hpf-differentiating neurons,24,33.33,False
sall1a,79,18,18hpf-neural - diencephalon,161,53.42,False
sall1a,80,18,18hpf-neural - midbrain,988,17.51,False
sall1a,81,18,18hpf-epidermal - olfactory placode,28,3.57,False
sall1a,82,18,18hpf-neural - telencephalon,301,36.54,False
sall1a,83,18,18hpf-neural - dorsal hindbrain,578,5.88,False
sall1a,84,18,18hpf-differentiating neurons,252,39.68,False
sall1a,85,18,18hpf-ionocyte - ca2,48,0.0,False
sall1a,86,18,18hpf-epidermal - anterior,182,16.48,False
sall1a,87,18,18hpf-hatching gland,20,5.0,False
sall1a,88,18,18hpf-epidermal - sox4b,59,6.78,False
sall1a,89,18,18hpf-optic cup,390,7.69,False
sall1a,90,18,18hpf-tailbud - spinal cord,277,37.91,False
sall1a,91,18,18hpf-pectoral fin field,66,33.33,False
sall1a,92,18,18hpf-heart field,158,22.15,False
sall1a,93,18,18hpf-lens placode,39,20.51,False
sall1a,94,18,18hpf-neural crest - grem2,281,7.83,False
sall1a,95,18,18hpf-erythroid,256,9.38,False
sall1a,96,18,18hpf-macrophage,30,10.0,False
sall1a,97,18,18hpf-tailbud - PSM,407,25.55,False
sall1a,98,18,18hpf-myotome,169,6.51,False
sall1a,99,18,18hpf-notocord,28,46.43,False
sall1a,NaN,?,(unknown),17,29.41,False
hipk2,100,18,18hpf-endothelial,149,12.08,False
hipk2,101,18,18hpf-otic placode,51,13.73,False
hipk2,102,18,18hpf-neural - hindbrain ventral nkx6.2,76,13.16,False
hipk2,103,18,18hpf-germline,9,11.11,False
hipk2,105,18,18hpf-pronephric duct - posterior,11,36.36,True
hipk2,106,18,18hpf-neural -  floorplate,6,16.67,False
hipk2,107,18,18hpf-heart mature,17,11.76,False
hipk2,108,18,18hpf-macrophage - ly75,14,14.29,False
hipk2,109,18,18hpf-pronephric duct,10,0.0,True
hipk2,110,18,18hpf-periderm,15,13.33,False
hipk2,111,18,18hpf-pancreas primordium,8,12.5,False
hipk2,112,18,18hpf-differentiating neurons - rohon beard,26,15.38,False
hipk2,113,18,18hpf-retina pigmented epithelium,46,17.39,False
hipk2,114,18,18hpf-differentiating neurons - dlx,30,16.67,False
hipk2,115,18,18hpf-epidermal - pfn1,383,7.57,False
hipk2,116,18,18hpf-lateral line primordium,46,6.52,False
hipk2,117,18,18hpf-endoderm,142,9.15,False
hipk2,118,18,18hpf-neural - midbrain ventral nkx6.2,126,7.94,False
hipk2,119,18,18hpf-pharyngeal arch,202,14.36,False
hipk2,120,18,18hpf-neural crest - crestin,148,12.84,False
hipk2,121,18,18hpf-differentiating neurons - phox2a,8,12.5,False
hipk2,122,18,18hpf-differentiating neurons - eomesa,28,10.71,False
hipk2,123,18,18hpf-neural - ventral hindbrain,684,17.25,False
hipk2,124,24,24hpf-differentiating neurons - hmx,30,3.33,False
hipk2,125,24,24hpf-differentiating neurons - dlx,65,9.23,False
hipk2,126,24,24hpf-epidermal - prr15la,24,4.17,False
hipk2,127,24,24hpf-pancreas primordium,6,0.0,False
hipk2,128,24,24hpf-ionocyte - ca2,31,3.23,False
hipk2,129,24,24hpf-leukocyte,13,7.69,False
hipk2,130,24,24hpf-neural - ventral hindbrain,911,6.59,False
hipk2,131,24,24hpf-erythroid,506,8.1,False
hipk2,132,24,24hpf-differentiating neurons - phox2a,44,9.09,False
hipk2,133,24,24hpf-mesoderm - emp2,31,3.23,False
hipk2,134,24,24hpf-differentiating neurons,523,9.94,False
hipk2,136,24,24hpf-neural - midbrain,1211,7.1,False
hipk2,137,24,24hpf-neural - dorsal spinal cord,31,0.0,False
hipk2,138,24,24hpf-neural - diencephalon,203,7.88,False
hipk2,139,24,24hpf-neural crest,8,12.5,False
hipk2,140,24,24hpf-optic cup,772,5.57,False
hipk2,141,24,24hpf-periderm,22,13.64,False
hipk2,142,24,24hpf-tailbud - spinal cord,144,6.94,False
hipk2,143,24,24hpf-pectoral fin bud,104,10.58,False
hipk2,144,24,24hpf-macrophage,61,13.11,False
hipk2,145,24,24hpf-epidermal - grhl3,12,16.67,False
hipk2,146,24,24hpf-epidermal - olfactory placode,44,4.55,False
hipk2,147,24,24hpf-neural - dorsal hindbrain,667,6.3,False
hipk2,148,24,24hpf-otic placode,33,15.15,False
hipk2,149,24,24hpf-endoderm,64,9.38,False
hipk2,150,24,24hpf-myotome,32,3.12,False
hipk2,151,24,24hpf-pharyngeal pouch,53,5.66,False
hipk2,152,24,24hpf-epidermal - anterior,75,8.0,False
hipk2,153,24,24hpf-tailbud - PSM,23,13.04,False
hipk2,154,24,24hpf-pharyngeal arch - tbx1,22,4.55,False
hipk2,155,24,24hpf-endothelial,127,7.87,False
hipk2,156,24,24hpf-hatching gland,32,15.62,False
hipk2,157,24,24hpf-differentiating neurons - eomesa,101,13.86,False
hipk2,158,24,24hpf-pharyngeal arch - cd248b,135,4.44,False
hipk2,159,24,24hpf-lens,14,21.43,False
hipk2,160,24,24hpf-neural - floorplate,9,11.11,False
hipk2,161,24,24hpf-endothelial - posterior,53,11.32,False
hipk2,164,24,24hpf-epidermal - atp1a1a.2,38,15.79,False
hipk2,165,24,24hpf-neural - hindbrain roofplate,37,2.7,False
hipk2,166,24,24hpf-differentiating neurons - rohon beard,62,8.06,False
hipk2,167,24,24hpf-retina pigmented epithelium,37,2.7,False
hipk2,168,24,24hpf-neural - telencephalon,351,7.69,False
hipk2,169,24,24hpf-neural - midbrain ventral nkx6.2,191,5.24,False
hipk2,170,24,24hpf-neural - hindbrain gsx1,245,6.94,False
hipk2,171,24,24hpf-neural - posterior ventral nkx6.2,146,10.96,False
hipk2,172,24,24hpf-germline,9,0.0,False
hipk2,174,24,24hpf-heart,71,8.45,False
hipk2,177,24,24hpf-neural - diencephalon posterior,46,13.04,False
hipk2,178,24,24hpf-pharyngeal arch - ndnf,44,0.0,False
hipk2,179,24,24hpf-heart - hoxd9a,34,0.0,False
hipk2,180,24,24hpf-epidermal - muc5ac,17,17.65,False
hipk2,182,24,24hpf-neural crest - xanthophore,27,3.7,False
hipk2,183,24,24hpf-neural crest - melanoblast,23,13.04,False
hipk2,184,24,24hpf-neural crest - iridoblast,5,0.0,False
hipk2,185,24,24hpf-neural crest - grem2,92,11.96,False
hipk2,186,24,24hpf-neural crest - mcamb,52,3.85,False
hipk2,187,24,24hpf-pronephric duct,8,0.0,True
hipk2,189,24,24hpf-epidermal - s100a11,8,12.5,False
hipk2,190,24,24hpf-lateral line - krt15,14,14.29,False
hipk2,191,24,24hpf-epidermal - and1,26,11.54,False
hipk2,193,24,24hpf-epidermal - rbp4,35,5.71,False
hipk2,194,24,24hpf-epidermal - col7a1l,60,15.0,False
hipk2,195,24,24hpf-epidermal - kera,24,4.17,False
hipk2,51,14,14hpf-epidermal - pfn1,741,8.64,False
hipk2,52,14,14hpf-optic primordium,223,10.31,False
hipk2,53,14,14hpf-mesoderm - blood island,43,6.98,False
hipk2,54,14,14hpf-neural - diencephalon,88,9.09,False
hipk2,55,14,14hpf-tailbud - PSM,299,8.03,False
hipk2,56,14,14hpf-epidermal anterior,313,12.78,False
hipk2,57,14,14hpf-neural - hindbrain,298,9.73,False
hipk2,58,14,14hpf-endoderm,57,5.26,False
hipk2,59,14,14hpf-epidermal - foxi3a,75,17.33,False
hipk2,60,14,14hpf-neural crest,201,15.42,False
hipk2,61,14,14hpf-mesoderm - pharyngeal arch,71,7.04,False
hipk2,62,14,14hpf-notocord,42,28.57,False
hipk2,63,14,14hpf-epidermal - otic placode,69,13.04,False
hipk2,64,14,14hpf-mesoderm - heart field,67,16.42,False
hipk2,65,14,14hpf-differentiating neurons - rohon beard,29,17.24,False
hipk2,66,14,14hpf-mesoderm - lateral plate - cxcl12a,44,11.36,False
hipk2,67,14,14hpf-neural crest - crestin,82,10.98,False
hipk2,68,14,14hpf-neural - midbrain,340,10.0,False
hipk2,69,14,14hpf-mesoderm - pronephric duct,14,14.29,True
hipk2,70,14,14hpf-neural -  floorplate,13,15.38,False
hipk2,71,14,14hpf-germline,5,20.0,False
hipk2,72,14,14hpf-hatching gland,14,14.29,False
hipk2,73,14,14hpf-periderm,11,9.09,False
hipk2,74,14,14hpf-mesoderm - endothelial,33,3.03,False
hipk2,75,14,14hpf-tailbud - spinal cord,547,8.23,False
hipk2,76,14,14hpf-neural - telencephalon,174,7.47,False
hipk2,77,14,14hpf-lateral line primordium,84,11.9,False
hipk2,78,14,14hpf-differentiating neurons,24,4.17,False
hipk2,79,18,18hpf-neural - diencephalon,161,13.66,False
hipk2,80,18,18hpf-neural - midbrain,988,16.4,False
hipk2,81,18,18hpf-epidermal - olfactory placode,28,10.71,False
hipk2,82,18,18hpf-neural - telencephalon,301,11.63,False
hipk2,83,18,18hpf-neural - dorsal hindbrain,578,15.05,False
hipk2,84,18,18hpf-differentiating neurons,252,12.3,False
hipk2,85,18,18hpf-ionocyte - ca2,48,10.42,False
hipk2,86,18,18hpf-epidermal - anterior,182,5.49,False
hipk2,87,18,18hpf-hatching gland,20,10.0,False
hipk2,88,18,18hpf-epidermal - sox4b,59,13.56,False
hipk2,89,18,18hpf-optic cup,390,10.26,False
hipk2,90,18,18hpf-tailbud - spinal cord,277,13.36,False
hipk2,91,18,18hpf-pectoral fin field,66,19.7,False
hipk2,92,18,18hpf-heart field,158,12.66,False
hipk2,93,18,18hpf-lens placode,39,7.69,False
hipk2,94,18,18hpf-neural crest - grem2,281,12.81,False
hipk2,95,18,18hpf-erythroid,256,12.11,False
hipk2,96,18,18hpf-macrophage,30,13.33,False
hipk2,97,18,18hpf-tailbud - PSM,407,13.27,False
hipk2,98,18,18hpf-myotome,169,9.47,False
hipk2,99,18,18hpf-notocord,28,25.0,False
hipk2,NaN,?,(unknown),17,17.65,False
hoxb8a,100,18,18hpf-endothelial,149,18.79,False
hoxb8a,101,18,18hpf-otic placode,51,1.96,False
hoxb8a,102,18,18hpf-neural - hindbrain ventral nkx6.2,76,11.84,False
hoxb8a,103,18,18hpf-germline,9,0.0,False
hoxb8a,105,18,18hpf-pronephric duct - posterior,11,72.73,True
hoxb8a,106,18,18hpf-neural -  floorplate,6,16.67,False
hoxb8a,107,18,18hpf-heart mature,17,11.76,False
hoxb8a,108,18,18hpf-macrophage - ly75,14,0.0,False
hoxb8a,109,18,18hpf-pronephric duct,10,20.0,True
hoxb8a,110,18,18hpf-periderm,15,20.0,False
hoxb8a,111,18,18hpf-pancreas primordium,8,25.0,False
hoxb8a,112,18,18hpf-differentiating neurons - rohon beard,26,11.54,False
hoxb8a,113,18,18hpf-retina pigmented epithelium,46,2.17,False
hoxb8a,114,18,18hpf-differentiating neurons - dlx,30,16.67,False
hoxb8a,115,18,18hpf-epidermal - pfn1,383,16.45,False
hoxb8a,116,18,18hpf-lateral line primordium,46,17.39,False
hoxb8a,117,18,18hpf-endoderm,142,14.79,False
hoxb8a,118,18,18hpf-neural - midbrain ventral nkx6.2,126,8.73,False
hoxb8a,119,18,18hpf-pharyngeal arch,202,9.9,False
hoxb8a,120,18,18hpf-neural crest - crestin,148,25.0,False
hoxb8a,121,18,18hpf-differentiating neurons - phox2a,8,0.0,False
hoxb8a,122,18,18hpf-differentiating neurons - eomesa,28,3.57,False
hoxb8a,123,18,18hpf-neural - ventral hindbrain,684,10.38,False
hoxb8a,124,24,24hpf-differentiating neurons - hmx,30,6.67,False
hoxb8a,125,24,24hpf-differentiating neurons - dlx,65,7.69,False
hoxb8a,126,24,24hpf-epidermal - prr15la,24,8.33,False
hoxb8a,127,24,24hpf-pancreas primordium,6,0.0,False
hoxb8a,128,24,24hpf-ionocyte - ca2,31,12.9,False
hoxb8a,129,24,24hpf-leukocyte,13,7.69,False
hoxb8a,130,24,24hpf-neural - ventral hindbrain,911,5.16,False
hoxb8a,131,24,24hpf-erythroid,506,6.13,False
hoxb8a,132,24,24hpf-differentiating neurons - phox2a,44,4.55,False
hoxb8a,133,24,24hpf-mesoderm - emp2,31,41.94,False
hoxb8a,134,24,24hpf-differentiating neurons,523,8.03,False
hoxb8a,136,24,24hpf-neural - midbrain,1211,4.13,False
hoxb8a,137,24,24hpf-neural - dorsal spinal cord,31,45.16,False
hoxb8a,138,24,24hpf-neural - diencephalon,203,2.46,False
hoxb8a,139,24,24hpf-neural crest,8,37.5,False
hoxb8a,140,24,24hpf-optic cup,772,5.05,False
hoxb8a,141,24,24hpf-periderm,22,4.55,False
hoxb8a,142,24,24hpf-tailbud - spinal cord,144,22.22,False
hoxb8a,143,24,24hpf-pectoral fin bud,104,52.88,False
hoxb8a,144,24,24hpf-macrophage,61,8.2,False
hoxb8a,145,24,24hpf-epidermal - grhl3,12,0.0,False
hoxb8a,146,24,24hpf-epidermal - olfactory placode,44,4.55,False
hoxb8a,147,24,24hpf-neural - dorsal hindbrain,667,6.3,False
hoxb8a,148,24,24hpf-otic placode,33,0.0,False
hoxb8a,149,24,24hpf-endoderm,64,12.5,False
hoxb8a,150,24,24hpf-myotome,32,6.25,False
hoxb8a,151,24,24hpf-pharyngeal pouch,53,5.66,False
hoxb8a,152,24,24hpf-epidermal - anterior,75,6.67,False
hoxb8a,153,24,24hpf-tailbud - PSM,23,8.7,False
hoxb8a,154,24,24hpf-pharyngeal arch - tbx1,22,9.09,False
hoxb8a,155,24,24hpf-endothelial,127,11.02,False
hoxb8a,156,24,24hpf-hatching gland,32,6.25,False
hoxb8a,157,24,24hpf-differentiating neurons - eomesa,101,6.93,False
hoxb8a,158,24,24hpf-pharyngeal arch - cd248b,135,6.67,False
hoxb8a,159,24,24hpf-lens,14,0.0,False
hoxb8a,160,24,24hpf-neural - floorplate,9,0.0,False
hoxb8a,161,24,24hpf-endothelial - posterior,53,43.4,False
hoxb8a,164,24,24hpf-epidermal - atp1a1a.2,38,2.63,False
hoxb8a,165,24,24hpf-neural - hindbrain roofplate,37,5.41,False
hoxb8a,166,24,24hpf-differentiating neurons - rohon beard,62,1.61,False
hoxb8a,167,24,24hpf-retina pigmented epithelium,37,0.0,False
hoxb8a,168,24,24hpf-neural - telencephalon,351,5.41,False
hoxb8a,169,24,24hpf-neural - midbrain ventral nkx6.2,191,4.71,False
hoxb8a,170,24,24hpf-neural - hindbrain gsx1,245,2.86,False
hoxb8a,171,24,24hpf-neural - posterior ventral nkx6.2,146,8.9,False
hoxb8a,172,24,24hpf-germline,9,11.11,False
hoxb8a,174,24,24hpf-heart,71,8.45,False
hoxb8a,177,24,24hpf-neural - diencephalon posterior,46,4.35,False
hoxb8a,178,24,24hpf-pharyngeal arch - ndnf,44,6.82,False
hoxb8a,179,24,24hpf-heart - hoxd9a,34,2.94,False
hoxb8a,180,24,24hpf-epidermal - muc5ac,17,5.88,False
hoxb8a,182,24,24hpf-neural crest - xanthophore,27,7.41,False
hoxb8a,183,24,24hpf-neural crest - melanoblast,23,0.0,False
hoxb8a,184,24,24hpf-neural crest - iridoblast,5,20.0,False
hoxb8a,185,24,24hpf-neural crest - grem2,92,4.35,False
hoxb8a,186,24,24hpf-neural crest - mcamb,52,13.46,False
hoxb8a,187,24,24hpf-pronephric duct,8,37.5,True
hoxb8a,189,24,24hpf-epidermal - s100a11,8,0.0,False
hoxb8a,190,24,24hpf-lateral line - krt15,14,28.57,False
hoxb8a,191,24,24hpf-epidermal - and1,26,7.69,False
hoxb8a,193,24,24hpf-epidermal - rbp4,35,0.0,False
hoxb8a,194,24,24hpf-epidermal - col7a1l,60,8.33,False
hoxb8a,195,24,24hpf-epidermal - kera,24,8.33,False
hoxb8a,51,14,14hpf-epidermal - pfn1,741,16.06,False
hoxb8a,52,14,14hpf-optic primordium,223,8.07,False
hoxb8a,53,14,14hpf-mesoderm - blood island,43,11.63,False
hoxb8a,54,14,14hpf-neural - diencephalon,88,4.55,False
hoxb8a,55,14,14hpf-tailbud - PSM,299,12.37,False
hoxb8a,56,14,14hpf-epidermal anterior,313,6.07,False
hoxb8a,57,14,14hpf-neural - hindbrain,298,6.71,False
hoxb8a,58,14,14hpf-endoderm,57,14.04,False
hoxb8a,59,14,14hpf-epidermal - foxi3a,75,5.33,False
hoxb8a,60,14,14hpf-neural crest,201,6.47,False
hoxb8a,61,14,14hpf-mesoderm - pharyngeal arch,71,7.04,False
hoxb8a,62,14,14hpf-notocord,42,11.9,False
hoxb8a,63,14,14hpf-epidermal - otic placode,69,0.0,False
hoxb8a,64,14,14hpf-mesoderm - heart field,67,11.94,False
hoxb8a,65,14,14hpf-differentiating neurons - rohon beard,29,24.14,False
hoxb8a,66,14,14hpf-mesoderm - lateral plate - cxcl12a,44,31.82,False
hoxb8a,67,14,14hpf-neural crest - crestin,82,15.85,False
hoxb8a,68,14,14hpf-neural - midbrain,340,7.06,False
hoxb8a,69,14,14hpf-mesoderm - pronephric duct,14,35.71,True
hoxb8a,70,14,14hpf-neural -  floorplate,13,7.69,False
hoxb8a,71,14,14hpf-germline,5,0.0,False
hoxb8a,72,14,14hpf-hatching gland,14,7.14,False
hoxb8a,73,14,14hpf-periderm,11,0.0,False
hoxb8a,74,14,14hpf-mesoderm - endothelial,33,9.09,False
hoxb8a,75,14,14hpf-tailbud - spinal cord,547,16.45,False
hoxb8a,76,14,14hpf-neural - telencephalon,174,7.47,False
