cluster,rank,ens,symbol,description,is_tf,tf_reason,score,padj,anchor_label
13,17,ENSDARG00000003795,idh2,isocitrate dehydrogenase (NADP(+)) 2 [Source:NCBI gene (formerly Entrezgene);Acc:386951],False,,20.18445587158203,1.8907473618919915e-87,distal_late (60%)
13,18,ENSDARG00000025566,slc25a3b,solute carrier family 25 member 3b [Source:NCBI gene (formerly Entrezgene);Acc:322362],False,,19.829240798950195,2.217640758507847e-84,distal_late (60%)
13,19,ENSDARG00000038577,cox6c,cytochrome c oxidase subunit 6C [Source:NCBI gene (formerly Entrezgene);Acc:494577],False,,19.416908264160156,7.006206430632632e-81,distal_late (60%)
13,20,ENSDARG00000069503,cldn3c,claudin 3c [Source:NCBI gene (formerly Entrezgene);Acc:81587],False,,19.410573959350586,7.529208038075918e-81,distal_late (60%)
13,21,ENSDARG00000032849,ndrg1a,N-myc downstream regulated 1a [Source:NCBI gene (formerly Entrezgene);Acc:792085],False,,19.380531311035156,1.286124559905058e-80,distal_late (60%)
13,22,ENSDARG00000059128,uqcrh,ubiquinol-cytochrome c reductase hinge protein [Source:NCBI gene (formerly Entrezgene);Acc:566723],False,,19.143335342407227,1.1984905626066762e-78,distal_late (60%)
13,23,ENSDARG00000092873,atp5mj,ATP synthase membrane subunit j [Source:NCBI gene (formerly Entrezgene);Acc:557217],False,,18.939956665039062,5.569476919104041e-77,distal_late (60%)
13,24,ENSDARG00000071353,mgarpa,mitochondria localized glutamic acid rich protein a [Source:NCBI gene (formerly Entrezgene);Acc:100002196],False,,18.889984130859375,1.37715465475375e-76,distal_late (60%)
13,25,ENSDARG00000026039,,,False,,18.824438095092773,4.566128881919265e-76,distal_late (60%)
13,26,ENSDARG00000025635,,,False,,18.690208435058594,5.483601688453925e-75,distal_late (60%)
13,27,ENSDARG00000019404,atp5f1d,ATP synthase F1 subunit delta [Source:NCBI gene (formerly Entrezgene);Acc:335709],False,,18.576549530029297,4.416546269683118e-74,distal_late (60%)
13,28,ENSDARG00000013968,psap,prosaposin [Source:NCBI gene (formerly Entrezgene);Acc:140811],False,,18.526111602783203,1.0884948914676972e-73,distal_late (60%)
13,29,ENSDARG00000011841,atp5l,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit g [Source:NCBI gene (formerly Entrezgene);Acc:326977]",False,,18.410593032836914,8.929530706675571e-73,distal_late (60%)
13,30,ENSDARG00000044562,cycsb,"cytochrome c, somatic b [Source:NCBI gene (formerly Entrezgene);Acc:415158]",False,,18.36648941040039,1.9469605747726772e-72,distal_late (60%)
14,1,ENSDARG00000012820,nop56,NOP56 ribonucleoprotein homolog [Source:NCBI gene (formerly Entrezgene);Acc:394196],False,,11.03432846069336,3.0278869001470778e-24,
14,2,ENSDARG00000038153,lgals2b,"lectin, galactoside-binding, soluble, 2b [Source:NCBI gene (formerly Entrezgene);Acc:393486]",False,,11.007326126098633,3.0278869001470778e-24,
14,3,ENSDARG00000056160,hspd1,heat shock 60 protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:282676],False,,11.000751495361328,3.0278869001470778e-24,
14,4,ENSDARG00000002710,ncl,nucleolin [Source:NCBI gene (formerly Entrezgene);Acc:767714],False,,10.349569320678711,2.5190756792399275e-21,
14,5,ENSDARG00000036834,krt92,keratin 92 [Source:NCBI gene (formerly Entrezgene);Acc:550522],False,,10.109289169311523,2.4088546216991192e-20,
14,6,ENSDARG00000090185,si:dkeyp-73b11.8,si:dkeyp-73b11.8 [Source:NCBI gene (formerly Entrezgene);Acc:100333708],False,,9.949390411376953,1.0136664016629209e-19,
14,7,ENSDARG00000014329,npm1a,nucleophosmin 1a [Source:NCBI gene (formerly Entrezgene);Acc:266985],False,,9.751608848571777,5.903347501744895e-19,
14,8,ENSDARG00000037425,s100a10a,S100 calcium binding protein A10a [Source:NCBI gene (formerly Entrezgene);Acc:449788],False,,9.74331283569336,5.903347501744895e-19,
14,9,ENSDARG00000031164,tuba8l2,"tubulin, alpha 8 like 2 [Source:NCBI gene (formerly Entrezgene);Acc:393664]",False,,9.428757667541504,1.1052194245579335e-17,
14,10,ENSDARG00000076892,,,False,,9.39651107788086,1.3519609191272848e-17,
14,11,ENSDARG00000058337,,,False,,9.202643394470215,7.610459515582841e-17,
14,12,ENSDARG00000057706,tm4sf21a,transmembrane 4 L six family member 21a [Source:NCBI gene (formerly Entrezgene);Acc:565274],False,,9.1613187789917,9.86607073037583e-17,
14,13,ENSDARG00000016081,cldn15la,claudin 15-like a [Source:NCBI gene (formerly Entrezgene);Acc:81591],False,,9.15670108795166,9.86607073037583e-17,
14,14,ENSDARG00000014556,serpinb1l3,"serpin peptidase inhibitor, clade B (ovalbumin), member 1, like 3 [Source:NCBI gene (formerly Entrezgene);Acc:335119]",False,,9.096121788024902,1.6028160960243343e-16,
14,15,ENSDARG00000017624,krt4,keratin 4 [Source:NCBI gene (formerly Entrezgene);Acc:794486],False,,9.008150100708008,3.3487936482725247e-16,
14,16,ENSDARG00000016484,dkc1,"dyskeratosis congenita 1, dyskerin [Source:NCBI gene (formerly Entrezgene);Acc:613144]",False,,8.950623512268066,5.295562754237556e-16,
14,17,ENSDARG00000026369,dbi,"diazepam binding inhibitor (GABA receptor modulator, acyl-CoA binding protein) [Source:NCBI gene (formerly Entrezgene);A",False,,8.747442245483398,3.0772230585045128e-15,
14,18,ENSDARG00000092807,si:dkey-151g10.6,si:dkey-151g10.6 [Source:NCBI gene (formerly Entrezgene);Acc:335588],False,,8.706274032592773,4.181799714165847e-15,
14,19,ENSDARG00000024278,adh8b,alcohol dehydrogenase 8b [Source:NCBI gene (formerly Entrezgene);Acc:402841],False,,8.698760032653809,4.23297064969063e-15,
14,20,ENSDARG00000089361,tfpil,tissue factor pathway inhibitor-like [Source:NCBI gene (formerly Entrezgene);Acc:322379],False,,8.673558235168457,5.019591063044946e-15,
14,21,ENSDARG00000058476,stc1l,"stanniocalcin 1, like [Source:NCBI gene (formerly Entrezgene);Acc:393511]",False,,8.646164894104004,6.079157295510938e-15,
14,22,ENSDARG00000056167,hspe1,heat shock 10 protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:58041],False,,8.523755073547363,1.682935044903136e-14,
14,23,ENSDARG00000090228,gsta.1,"glutathione S-transferase, alpha tandem duplicate 1 [Source:NCBI gene (formerly Entrezgene);Acc:406703]",False,,8.488300323486328,2.1852471100297148e-14,
14,24,ENSDARG00000058999,,,False,,8.464115142822266,2.5778126217118646e-14,
14,25,ENSDARG00000086583,,,False,,8.451592445373535,2.755162747840721e-14,
14,26,ENSDARG00000036044,rps20,ribosomal protein S20 [Source:NCBI gene (formerly Entrezgene);Acc:406485],False,,8.385769844055176,4.6460045740479804e-14,
14,27,ENSDARG00000005039,,,False,,8.218982696533203,1.8220405096230884e-13,
14,28,ENSDARG00000058462,zgc:158846,zgc:158846 [Source:NCBI gene (formerly Entrezgene);Acc:100009654],False,,8.122557640075684,3.907618160145153e-13,
14,29,ENSDARG00000087504,,,False,,8.112382888793945,4.1027098469200646e-13,
14,30,ENSDARG00000005191,ahcy,adenosylhomocysteinase [Source:NCBI gene (formerly Entrezgene);Acc:387530],False,,8.099234580993652,4.4189606999282556e-13,
15,1,ENSDARG00000028148,pax2a,paired box 2a [Source:NCBI gene (formerly Entrezgene);Acc:30425],True,desc:paired box,8.01537036895752,9.246320342124984e-12,progenitors_canonical_id (27%)
15,2,ENSDARG00000068103,cfap45,cilia and flagella associated protein 45 [Source:NCBI gene (formerly Entrezgene);Acc:325276],False,,8.009743690490723,9.246320342124984e-12,progenitors_canonical_id (27%)
15,3,ENSDARG00000036700,si:ch211-114n24.6,si:ch211-114n24.6 [Source:NCBI gene (formerly Entrezgene);Acc:795591],False,,8.008915901184082,9.246320342124984e-12,progenitors_canonical_id (27%)
15,4,ENSDARG00000028973,tekt2,tektin 2 (testicular) [Source:NCBI gene (formerly Entrezgene);Acc:550629],False,,7.958603858947754,9.739102466919137e-12,progenitors_canonical_id (27%)
15,5,ENSDARG00000041723,zgc:55461,zgc:55461 [Source:NCBI gene (formerly Entrezgene);Acc:406811],False,,7.939405918121338,9.739102466919137e-12,progenitors_canonical_id (27%)
15,6,ENSDARG00000094581,,,False,,7.757023811340332,3.4734718227675217e-11,progenitors_canonical_id (27%)
15,7,ENSDARG00000011602,cracd,capping protein inhibiting regulator of actin dynamics [Source:NCBI gene (formerly Entrezgene);Acc:570321],False,,7.713331699371338,4.197314146365941e-11,progenitors_canonical_id (27%)
15,8,ENSDARG00000089998,,,False,,7.680397033691406,4.751937790039895e-11,progenitors_canonical_id (27%)
15,9,ENSDARG00000093642,si:dkey-57c15.9,,False,,7.222952842712402,1.3548554478150407e-09,progenitors_canonical_id (27%)
15,10,ENSDARG00000041215,cetn4,,False,,7.1638689041137695,1.8799993118468707e-09,progenitors_canonical_id (27%)
15,11,ENSDARG00000056888,dnah5l,,False,,7.024848461151123,4.66976822066626e-09,progenitors_canonical_id (27%)
15,12,ENSDARG00000074630,,,False,,6.982810974121094,5.7469928116980026e-09,progenitors_canonical_id (27%)
15,13,ENSDARG00000092981,,,False,,6.961296081542969,5.7469928116980026e-09,progenitors_canonical_id (27%)
15,14,ENSDARG00000059545,,,False,,6.959310054779053,5.7469928116980026e-09,progenitors_canonical_id (27%)
15,15,ENSDARG00000034457,si:ch211-163l21.7,si:ch211-163l21.7 [Source:NCBI gene (formerly Entrezgene);Acc:567726],False,,6.94722843170166,5.7469928116980026e-09,progenitors_canonical_id (27%)
15,16,ENSDARG00000095236,si:ch73-110p20.1,,False,,6.943090915679932,5.7469928116980026e-09,progenitors_canonical_id (27%)
15,17,ENSDARG00000093823,si:ch211-102c2.8,,False,,6.910487174987793,6.8101851774288076e-09,progenitors_canonical_id (27%)
15,18,ENSDARG00000039341,,,False,,6.853058338165283,9.62628902464129e-09,progenitors_canonical_id (27%)
15,19,ENSDARG00000094423,si:ch211-270n8.4,,False,,6.762529373168945,1.7107395586836876e-08,progenitors_canonical_id (27%)
15,20,ENSDARG00000088290,foxj1b,forkhead box J1b [Source:NCBI gene (formerly Entrezgene);Acc:494105],True,desc:forkhead,6.697487831115723,2.5412167405454254e-08,progenitors_canonical_id (27%)
15,21,ENSDARG00000074265,dzip1l,DAZ interacting zinc finger protein 1-like [Source:NCBI gene (formerly Entrezgene);Acc:553313],True,desc:zinc finger,6.639893531799316,3.5830598160497506e-08,progenitors_canonical_id (27%)
15,22,ENSDARG00000031248,enkur,"enkurin, TRPC channel interacting protein [Source:NCBI gene (formerly Entrezgene);Acc:402794]",False,,6.607124328613281,4.2694625641443144e-08,progenitors_canonical_id (27%)
15,23,ENSDARG00000091937,si:dkey-16m19.4,,False,,6.4498982429504395,1.1664545673515343e-07,progenitors_canonical_id (27%)
15,24,ENSDARG00000093484,si:dkey-95p16.2,,False,,6.432851791381836,1.2046180200672984e-07,progenitors_canonical_id (27%)
15,25,ENSDARG00000045909,dynlt1b,dynein light chain Tctex-type 1b [Source:NCBI gene (formerly Entrezgene);Acc:565740],False,,6.426562786102295,1.2046180200672984e-07,progenitors_canonical_id (27%)
15,26,ENSDARG00000095453,si:rp71-17i16.6,si:rp71-17i16.6 [Source:NCBI gene (formerly Entrezgene);Acc:100148415],False,,6.426397323608398,1.2046180200672984e-07,progenitors_canonical_id (27%)
15,27,ENSDARG00000067831,tbata,"thymus, brain and testes associated [Source:HGNC Symbol;Acc:HGNC:23511]",False,,6.376250743865967,1.611103032250948e-07,progenitors_canonical_id (27%)
15,28,ENSDARG00000052343,spata18,spermatosis associated 18 [Source:NCBI gene (formerly Entrezgene);Acc:497395],False,,6.368968486785889,1.629135197574762e-07,progenitors_canonical_id (27%)
15,29,ENSDARG00000095598,,,False,,6.229120254516602,3.8770354976582157e-07,progenitors_canonical_id (27%)
15,30,ENSDARG00000021913,ak9,,False,,6.2056193351745605,4.3531082684475017e-07,progenitors_canonical_id (27%)
16,1,ENSDARG00000018383,frzb,frizzled related protein [Source:NCBI gene (formerly Entrezgene);Acc:30119],False,,11.73039436340332,1.1683828397565858e-27,progenitors_TF_rich (intermed_meso 28% + TF_panel 24%)
16,2,ENSDARG00000077570,cdh16,,False,,11.722723007202148,1.1683828397565858e-27,progenitors_TF_rich (intermed_meso 28% + TF_panel 24%)
16,3,ENSDARG00000062909,furina,furin (paired basic amino acid cleaving enzyme) a [Source:NCBI gene (formerly Entrezgene);Acc:566557],False,,11.111852645874023,8.777513917717633e-25,progenitors_TF_rich (intermed_meso 28% + TF_panel 24%)
16,4,ENSDARG00000058476,stc1l,"stanniocalcin 1, like [Source:NCBI gene (formerly Entrezgene);Acc:393511]",False,,10.926624298095703,5.1528327906144814e-24,progenitors_TF_rich (intermed_meso 28% + TF_panel 24%)
16,5,ENSDARG00000019451,pcsk2,proprotein convertase subtilisin/kexin type 2 [Source:NCBI gene (formerly Entrezgene);Acc:100004460],False,,10.880224227905273,6.865493101192463e-24,progenitors_TF_rich (intermed_meso 28% + TF_panel 24%)
16,6,ENSDARG00000074319,sall1a,spalt-like transcription factor 1a [Source:NCBI gene (formerly Entrezgene);Acc:555721],True,desc:transcription factor,10.615682601928711,1.006521601750102e-22,progenitors_TF_rich (intermed_meso 28% + TF_panel 24%)
16,7,ENSDARG00000086199,,,False,,10.598360061645508,1.0384161699116197e-22,progenitors_TF_rich (intermed_meso 28% + TF_panel 24%)
16,8,ENSDARG00000042518,hipk2,homeodomain interacting protein kinase 2 [Source:NCBI gene (formerly Entrezgene);Acc:557551],True,desc:homeodomain,10.321693420410156,1.6845788026046183e-21,progenitors_TF_rich (intermed_meso 28% + TF_panel 24%)
16,9,ENSDARG00000035521,sfrp1a,secreted frizzled-related protein 1a [Source:NCBI gene (formerly Entrezgene);Acc:402843],False,,9.638562202453613,1.4635576237359243e-18,progenitors_TF_rich (intermed_meso 28% + TF_panel 24%)
16,10,ENSDARG00000028213,ttn.2,titin [Source:HGNC Symbol;Acc:HGNC:12403],False,,9.402603149414062,1.2728114315174436e-17,progenitors_TF_rich (intermed_meso 28% + TF_panel 24%)
16,11,ENSDARG00000075557,apcdd1l,APC down-regulated 1 like [Source:HGNC Symbol;Acc:HGNC:26892],False,,9.392828941345215,1.2728114315174436e-17,progenitors_TF_rich (intermed_meso 28% + TF_panel 24%)
16,12,ENSDARG00000040532,,,False,,9.369195938110352,1.4599227058569205e-17,progenitors_TF_rich (intermed_meso 28% + TF_panel 24%)
16,13,ENSDARG00000042899,elapor1,endosome-lysosome associated apoptosis and autophagy regulator 1 [Source:HGNC Symbol;Acc:HGNC:29618],False,,9.249422073364258,4.161750578584039e-17,progenitors_TF_rich (intermed_meso 28% + TF_panel 24%)
16,14,ENSDARG00000032614,msi2b,musashi RNA-binding protein 2b [Source:NCBI gene (formerly Entrezgene);Acc:394084],False,,9.227025985717773,4.764033903066314e-17,progenitors_TF_rich (intermed_meso 28% + TF_panel 24%)
16,15,ENSDARG00000013414,lin7a,lin-7 homolog A (C. elegans) [Source:NCBI gene (formerly Entrezgene);Acc:393682],False,,9.152786254882812,8.86629424597746e-17,progenitors_TF_rich (intermed_meso 28% + TF_panel 24%)
16,16,ENSDARG00000036848,slc43a2a,solute carrier family 43 member 2 [Source:HGNC Symbol;Acc:HGNC:23087],False,,9.090548515319824,1.4762625557393832e-16,progenitors_TF_rich (intermed_meso 28% + TF_panel 24%)
16,17,ENSDARG00000055158,prox1a,prospero homeobox 1a [Source:NCBI gene (formerly Entrezgene);Acc:30679],True,desc:homeobox,8.99094295501709,3.4561558327561104e-16,progenitors_TF_rich (intermed_meso 28% + TF_panel 24%)
16,18,ENSDARG00000074697,npdc1a,"neural proliferation, differentiation and control, 1a [Source:NCBI gene (formerly Entrezgene);Acc:794093]",False,,8.633354187011719,7.933852783270686e-15,progenitors_TF_rich (intermed_meso 28% + TF_panel 24%)
16,19,ENSDARG00000023316,sim1a,SIM bHLH transcription factor 1a [Source:NCBI gene (formerly Entrezgene);Acc:260351],True,desc:transcription factor,8.475966453552246,2.9412031907142064e-14,progenitors_TF_rich (intermed_meso 28% + TF_panel 24%)
16,20,ENSDARG00000070171,,,False,,8.42041015625,4.49640413356205e-14,progenitors_TF_rich (intermed_meso 28% + TF_panel 24%)
16,21,ENSDARG00000035652,sat1a.1,"spermidine/spermine N1-acetyltransferase 1a, duplicate 1 [Source:NCBI gene (formerly Entrezgene);Acc:565700]",False,,8.403458595275879,4.948299922386007e-14,progenitors_TF_rich (intermed_meso 28% + TF_panel 24%)
16,22,ENSDARG00000056027,hoxb8a,homeobox B8a [Source:NCBI gene (formerly Entrezgene);Acc:30343],True,desc:homeobox,8.228747367858887,2.0612170891692547e-13,progenitors_TF_rich (intermed_meso 28% + TF_panel 24%)
16,23,ENSDARG00000027249,btg1,"B-cell translocation 1, anti-proliferative [Source:NCBI gene (formerly Entrezgene);Acc:114432]",False,,7.960494041442871,1.785805491793591e-12,progenitors_TF_rich (intermed_meso 28% + TF_panel 24%)
16,24,ENSDARG00000012896,anos1a,anosmin 1a [Source:NCBI gene (formerly Entrezgene);Acc:30630],False,,7.844432353973389,4.219603952918257e-12,progenitors_TF_rich (intermed_meso 28% + TF_panel 24%)
16,25,ENSDARG00000056623,ptenb,phosphatase and tensin homolog B [Source:NCBI gene (formerly Entrezgene);Acc:368415],False,,7.842947483062744,4.219603952918257e-12,progenitors_TF_rich (intermed_meso 28% + TF_panel 24%)
16,26,ENSDARG00000062080,shc2,SHC (Src homology 2 domain containing) transforming protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:562011],False,,7.8271098136901855,4.602367487038513e-12,progenitors_TF_rich (intermed_meso 28% + TF_panel 24%)
16,27,ENSDARG00000032849,ndrg1a,N-myc downstream regulated 1a [Source:NCBI gene (formerly Entrezgene);Acc:792085],False,,7.694467544555664,1.2613939256093479e-11,progenitors_TF_rich (intermed_meso 28% + TF_panel 24%)
16,28,ENSDARG00000041006,st3gal4,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4 [Source:NCBI gene (formerly Entrezgene);Acc:504044]",False,,7.570239543914795,3.1805308174669614e-11,progenitors_TF_rich (intermed_meso 28% + TF_panel 24%)
16,29,ENSDARG00000062780,aifm3,AIF family member 3 [Source:NCBI gene (formerly Entrezgene);Acc:100150876],False,,7.566032886505127,3.1805308174669614e-11,progenitors_TF_rich (intermed_meso 28% + TF_panel 24%)
16,30,ENSDARG00000071692,prex2,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:22950]",False,,7.341333389282227,1.6896956176639722e-10,progenitors_TF_rich (intermed_meso 28% + TF_panel 24%)
17,1,ENSDARG00000031228,podxl,podocalyxin-like [Source:NCBI gene (formerly Entrezgene);Acc:563365],False,,11.447994232177734,4.37675498545892e-26,podocyte (81%)
17,2,ENSDARG00000031420,wt1a,WT1 transcription factor a [Source:NCBI gene (formerly Entrezgene);Acc:30245],True,desc:transcription factor,11.411778450012207,4.37675498545892e-26,podocyte (81%)
17,3,ENSDARG00000090190,bcam,basal cell adhesion molecule (Lutheran blood group) [Source:NCBI gene (formerly Entrezgene);Acc:767689],False,,11.114026069641113,8.56642065776424e-25,podocyte (81%)
17,4,ENSDARG00000034555,pard3bb,,False,,10.661781311035156,9.206040884555608e-23,podocyte (81%)
17,5,ENSDARG00000056998,kirrel1b,kirre like nephrin family adhesion molecule 1b [Source:NCBI gene (formerly Entrezgene);Acc:100170816],False,,10.606769561767578,1.3287375452975923e-22,podocyte (81%)
17,6,ENSDARG00000042850,nphs2,"NPHS2 stomatin family member, podocin [Source:NCBI gene (formerly Entrezgene);Acc:557914]",False,,10.521500587463379,2.747329979151938e-22,podocyte (81%)
17,7,ENSDARG00000092035,si:ch211-156j16.1,si:ch211-156j16.1 [Source:NCBI gene (formerly Entrezgene);Acc:564557],False,,10.475198745727539,3.845503911348338e-22,podocyte (81%)
17,8,ENSDARG00000021590,magi2a,"membrane associated guanylate kinase, WW and PDZ domain containing 2a [Source:NCBI gene (formerly Entrezgene);Acc:564112",False,,10.35188102722168,1.2294955654417442e-21,podocyte (81%)
17,9,ENSDARG00000016153,dag1,dystroglycan 1 [Source:NCBI gene (formerly Entrezgene);Acc:286829],False,,10.296180725097656,1.9490998834797533e-21,podocyte (81%)
17,10,ENSDARG00000058128,msna,moesin a [Source:NCBI gene (formerly Entrezgene);Acc:286739],False,,10.286210060119629,1.9490998834797533e-21,podocyte (81%)
17,11,ENSDARG00000041799,gja1b,gap junction protein alpha 1b [Source:NCBI gene (formerly Entrezgene);Acc:30236],False,,10.196242332458496,4.490931189314297e-21,podocyte (81%)
17,12,ENSDARG00000060010,iqgap2,IQ motif containing GTPase activating protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:563030],False,,10.035561561584473,2.124387074675457e-20,podocyte (81%)
17,13,ENSDARG00000017121,mafba,MAF bZIP transcription factor Ba [Source:NCBI gene (formerly Entrezgene);Acc:30210],True,desc:transcription factor,9.944104194641113,4.933581833939586e-20,podocyte (81%)
17,14,ENSDARG00000003142,dachc,dachshund c [Source:NCBI gene (formerly Entrezgene);Acc:692255],False,,9.933216094970703,5.110216098988593e-20,podocyte (81%)
17,15,ENSDARG00000037870,actb2,"actin, beta 2 [Source:NCBI gene (formerly Entrezgene);Acc:57935]",False,,9.81941032409668,1.4843043139336383e-19,podocyte (81%)
17,16,ENSDARG00000007990,wt1b,WT1 transcription factor b [Source:NCBI gene (formerly Entrezgene);Acc:568416],True,desc:transcription factor,9.697696685791016,4.619950438897705e-19,podocyte (81%)
17,17,ENSDARG00000019353,sparc,"secreted protein, acidic, cysteine-rich (osteonectin) [Source:NCBI gene (formerly Entrezgene);Acc:321357]",False,,9.618617057800293,9.407854013892797e-19,podocyte (81%)
17,18,ENSDARG00000061328,cdon,"cell adhesion associated, onco regulated [Source:NCBI gene (formerly Entrezgene);Acc:280652]",False,,9.465156555175781,3.821634191769853e-18,podocyte (81%)
17,19,ENSDARG00000020164,efnb2a,ephrin-B2a [Source:NCBI gene (formerly Entrezgene);Acc:30219],False,,9.46171760559082,3.821634191769853e-18,podocyte (81%)
17,20,ENSDARG00000095603,grid2ipb,"glutamate receptor, ionotropic, delta 2 (Grid2) interacting protein, b [Source:NCBI gene (formerly Entrezgene);Acc:55971",False,,9.34768295288086,1.073723874721512e-17,podocyte (81%)
17,21,ENSDARG00000061231,tinagl1,tubulointerstitial nephritis antigen-like 1 [Source:NCBI gene (formerly Entrezgene);Acc:562116],False,,9.24361801147461,2.7200172702500234e-17,podocyte (81%)
17,22,ENSDARG00000079578,rbpms2b,"RNA binding protein, mRNA processing factor 2b [Source:NCBI gene (formerly Entrezgene);Acc:393229]",False,,9.207402229309082,3.64031340567335e-17,podocyte (81%)
17,23,ENSDARG00000034700,vegfab,vascular endothelial growth factor Ab [Source:NCBI gene (formerly Entrezgene);Acc:558154],False,,8.890166282653809,6.359084372601503e-16,podocyte (81%)
17,24,ENSDARG00000062970,niban2a,niban apoptosis regulator 2a [Source:NCBI gene (formerly Entrezgene);Acc:563073],False,,8.787247657775879,1.5307649456923899e-15,podocyte (81%)
17,25,ENSDARG00000045971,,,False,,8.757564544677734,1.856271008620822e-15,podocyte (81%)
17,26,ENSDARG00000056680,stc2a,stanniocalcin 2a [Source:NCBI gene (formerly Entrezgene);Acc:544665],False,,8.756532669067383,1.856271008620822e-15,podocyte (81%)
17,27,ENSDARG00000054103,ripply1,ripply transcriptional repressor 1 [Source:NCBI gene (formerly Entrezgene);Acc:654446],True,desc:transcriptional,8.743467330932617,2.0069328450841907e-15,podocyte (81%)
17,28,ENSDARG00000012244,ube2e3,"ubiquitin-conjugating enzyme E2E 3 (UBC4/5 homolog, yeast) [Source:NCBI gene (formerly Entrezgene);Acc:321689]",False,,8.650291442871094,4.3974854557338115e-15,podocyte (81%)
17,29,ENSDARG00000012824,itga3b,"integrin, alpha 3b [Source:NCBI gene (formerly Entrezgene);Acc:100331874]",False,,8.596539497375488,6.790585434986748e-15,podocyte (81%)
17,30,ENSDARG00000015866,apoa2,apolipoprotein A-II [Source:NCBI gene (formerly Entrezgene);Acc:322327],False,,8.542902946472168,1.0458197044529106e-14,podocyte (81%)
18,1,ENSDARG00000012405,col1a1a,"collagen, type I, alpha 1a [Source:NCBI gene (formerly Entrezgene);Acc:337158]",False,,9.858697891235352,1.5067369603035494e-18,
18,2,ENSDARG00000055678,akap12b,A kinase (PRKA) anchor protein 12b [Source:NCBI gene (formerly Entrezgene);Acc:567365],False,,9.559048652648926,1.4243458708042258e-17,
18,3,ENSDARG00000022013,,,False,,9.456487655639648,2.5444978884569847e-17,
18,4,ENSDARG00000093572,lamc3,,False,,9.408822059631348,3.006593782263113e-17,
18,5,ENSDARG00000061140,colec12,collectin sub-family member 12 [Source:NCBI gene (formerly Entrezgene);Acc:558942],False,,9.102746963500977,3.5273171560294153e-16,
18,6,ENSDARG00000013430,bhmt,betaine-homocysteine methyltransferase [Source:NCBI gene (formerly Entrezgene);Acc:322228],False,,9.102478981018066,3.5273171560294153e-16,
18,7,ENSDARG00000020007,col1a2,"collagen, type I, alpha 2 [Source:NCBI gene (formerly Entrezgene);Acc:336471]",False,,9.049189567565918,4.932096859931885e-16,
18,8,ENSDARG00000055009,col4a1,collagen type IV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2202],False,,8.905925750732422,1.5862812746858397e-15,
18,9,ENSDARG00000012593,col5a1,collagen type V alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2209],False,,8.748202323913574,5.77355322136695e-15,
18,10,ENSDARG00000011407,col2a1b,"collagen, type II, alpha 1b [Source:NCBI gene (formerly Entrezgene);Acc:503730]",False,,8.60346508026123,1.8245471790478088e-14,
18,11,ENSDARG00000032724,,,False,,8.5943603515625,1.8245471790478088e-14,
18,12,ENSDARG00000060675,,,False,,8.570260047912598,2.0624503566890664e-14,
18,13,ENSDARG00000039034,marcksl1a,MARCKS-like 1a [Source:NCBI gene (formerly Entrezgene);Acc:406407],False,,8.059999465942383,1.4067564998188387e-12,
18,14,ENSDARG00000036036,mdka,midkine a [Source:NCBI gene (formerly Entrezgene);Acc:30277],False,,8.000819206237793,2.11610168727034e-12,
18,15,ENSDARG00000071586,tgfbi,"transforming growth factor, beta-induced [Source:NCBI gene (formerly Entrezgene);Acc:321421]",False,,7.902543067932129,4.366846288995304e-12,
18,16,ENSDARG00000090703,,,False,,7.8101582527160645,8.053396182409708e-12,
18,17,ENSDARG00000090113,,,False,,7.8101582527160645,8.053396182409708e-12,
18,18,ENSDARG00000000103,myh10,myosin heavy chain 10 [Source:HGNC Symbol;Acc:HGNC:7568],False,,7.680819034576416,2.1050289007433917e-11,
18,19,ENSDARG00000012066,dcn,decorin [Source:NCBI gene (formerly Entrezgene);Acc:64698],False,,7.670777320861816,2.1567629763473034e-11,
18,20,ENSDARG00000079752,col6a4a,,False,,7.6302080154418945,2.8089881870132986e-11,
18,21,ENSDARG00000052470,igfbp2a,insulin-like growth factor binding protein 2a [Source:NCBI gene (formerly Entrezgene);Acc:794176],False,,7.548801898956299,5.0140708466658656e-11,
18,22,ENSDARG00000051887,,,False,,7.4648518562316895,9.086079664862513e-11,
18,23,ENSDARG00000009534,wls,Wnt ligand secretion mediator [Source:NCBI gene (formerly Entrezgene);Acc:406420],False,,7.4459733963012695,1.0029077545152081e-10,
18,24,ENSDARG00000020781,,,False,,7.307529449462891,2.7175850994278085e-10,
18,25,ENSDARG00000017339,,,False,,7.287713527679443,3.0227068916472543e-10,
18,26,ENSDARG00000061328,cdon,"cell adhesion associated, onco regulated [Source:NCBI gene (formerly Entrezgene);Acc:280652]",False,,7.274993896484375,3.193875509226119e-10,
