cluster,rank,ens,symbol,description,is_tf,tf_reason,score,padj,anchor_label
3,27,ENSDARG00000008107,src,v-src avian sarcoma (Schmidt-Ruppin A-2) viral onco homolog [Source:NCBI gene (formerly Entrezgene);Acc:325084],False,,9.451793670654297,2.956964920936045e-18,
3,28,ENSDARG00000002131,celf2,"cugbp, Elav-like family member 2 [Source:NCBI gene (formerly Entrezgene);Acc:373117]",False,,9.417938232421875,3.93820515694374e-18,
3,29,ENSDARG00000058128,msna,moesin a [Source:NCBI gene (formerly Entrezgene);Acc:286739],False,,9.382275581359863,5.33655550913732e-18,
3,30,ENSDARG00000095201,,,False,,9.368963241577148,5.852539140732378e-18,
4,1,ENSDARG00000013730,slc4a4a,solute carrier family 4 member 4a [Source:NCBI gene (formerly Entrezgene);Acc:568631],False,,24.20166778564453,5.121338500541427e-125,proximal_tubule (37%)
4,2,ENSDARG00000028173,slc4a2a,solute carrier family 4 member 2a [Source:NCBI gene (formerly Entrezgene);Acc:566075],False,,22.50812530517578,4.141725976847612e-108,proximal_tubule (37%)
4,3,ENSDARG00000089749,aqp8b,aquaporin 8b [Source:NCBI gene (formerly Entrezgene);Acc:555598],False,,21.687946319580078,2.1303688875560496e-100,proximal_tubule (37%)
4,4,ENSDARG00000060649,,,False,,21.433218002319336,3.924741226218846e-98,proximal_tubule (37%)
4,5,ENSDARG00000093549,selenop,selenoprotein P [Source:NCBI gene (formerly Entrezgene);Acc:352931],False,,21.355823516845703,1.6503340489443274e-97,proximal_tubule (37%)
4,6,ENSDARG00000056331,ahcyl1,adenosylhomocysteinase-like 1 [Source:NCBI gene (formerly Entrezgene);Acc:798918],False,,20.96369171142578,5.622534657632076e-94,proximal_tubule (37%)
4,7,ENSDARG00000005525,acy3.2,"aspartoacylase (aminocyclase) 3, tandem duplicate 2 [Source:NCBI gene (formerly Entrezgene);Acc:436619]",False,,20.715503692626953,8.597377094446271e-92,proximal_tubule (37%)
4,8,ENSDARG00000022682,,,False,,20.582746505737305,1.1740662583771346e-90,proximal_tubule (37%)
4,9,ENSDARG00000071052,si:dkey-150i13.2,,False,,19.802610397338867,7.528055757624337e-84,proximal_tubule (37%)
4,10,ENSDARG00000005176,zgc:101040,zgc:101040 [Source:NCBI gene (formerly Entrezgene);Acc:445194],False,,19.295907974243164,1.3934838722747996e-79,proximal_tubule (37%)
4,11,ENSDARG00000040874,add3a,adducin 3 (gamma) a [Source:NCBI gene (formerly Entrezgene);Acc:556762],False,,19.18541145324707,1.0678640032769455e-78,proximal_tubule (37%)
4,12,ENSDARG00000015512,,,False,,18.787368774414062,1.9138604899523163e-75,proximal_tubule (37%)
4,13,ENSDARG00000020944,ezra,ezrin a [Source:NCBI gene (formerly Entrezgene);Acc:403009],False,,18.701370239257812,8.896420089662182e-75,proximal_tubule (37%)
4,14,ENSDARG00000053684,aldob,"aldolase b, fructose-bisphosphate [Source:NCBI gene (formerly Entrezgene);Acc:321664]",False,,18.50383949279785,3.291975685454069e-73,proximal_tubule (37%)
4,15,ENSDARG00000014488,ca2,carbonic anhydrase II [Source:NCBI gene (formerly Entrezgene);Acc:387526],False,,18.488924026489258,4.051951717213359e-73,proximal_tubule (37%)
4,16,ENSDARG00000031761,dab2,DAB adaptor protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:404040],False,,18.434249877929688,1.0454039553986963e-72,proximal_tubule (37%)
4,17,ENSDARG00000079985,nrip2,nuclear receptor interacting protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:565865],True,desc:nuclear receptor,18.096275329589844,4.807560060462596e-70,proximal_tubule (37%)
4,18,ENSDARG00000022261,pdzk1,PDZ domain containing 1 [Source:NCBI gene (formerly Entrezgene);Acc:337325],False,,17.745162963867188,2.501602006924155e-67,proximal_tubule (37%)
4,19,ENSDARG00000029832,slc26a1,solute carrier family 26 member 1 [Source:NCBI gene (formerly Entrezgene);Acc:791185],False,,17.688594818115234,6.476929939942863e-67,proximal_tubule (37%)
4,20,ENSDARG00000013144,atp1b1a,ATPase Na+/K+ transporting subunit beta 1a [Source:NCBI gene (formerly Entrezgene);Acc:64267],False,,17.536216735839844,9.085773586502674e-66,proximal_tubule (37%)
4,21,ENSDARG00000061985,rbm47,RNA binding motif protein 47 [Source:NCBI gene (formerly Entrezgene);Acc:562991],False,,17.392444610595703,1.0380152110802208e-64,proximal_tubule (37%)
4,22,ENSDARG00000001870,atp1a1a.4,"ATPase Na+/K+ transporting subunit alpha 1a, tandem duplicate 4 [Source:NCBI gene (formerly Entrezgene);Acc:64615]",False,,17.391756057739258,1.0380152110802208e-64,proximal_tubule (37%)
4,23,ENSDARG00000025522,sgk1,serum/glucocorticoid regulated kinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:324140],False,,17.07965660095215,2.192265424450858e-62,proximal_tubule (37%)
4,24,ENSDARG00000095767,dio3b,iodothyronine deiodinase 3b [Source:NCBI gene (formerly Entrezgene);Acc:798872],False,,16.782129287719727,3.2938693305521955e-60,proximal_tubule (37%)
4,25,ENSDARG00000061120,slc43a2b,solute carrier family 43 member 2b [Source:NCBI gene (formerly Entrezgene);Acc:494042],False,,16.285293579101562,1.2035385966580718e-56,proximal_tubule (37%)
4,26,ENSDARG00000019986,grhprb,glyoxylate reductase/hydroxypyruvate reductase b [Source:NCBI gene (formerly Entrezgene);Acc:402985],False,,16.239912033081055,2.427405510653668e-56,proximal_tubule (37%)
4,27,ENSDARG00000002791,atp1a1a.1,"ATPase Na+/K+ transporting subunit alpha 1a, tandem duplicate 1 [Source:NCBI gene (formerly Entrezgene);Acc:64612]",False,,16.186269760131836,5.5961082705215175e-56,proximal_tubule (37%)
4,28,ENSDARG00000055835,,,False,,16.10308265686035,2.0777412863530667e-55,proximal_tubule (37%)
4,29,ENSDARG00000032849,ndrg1a,N-myc downstream regulated 1a [Source:NCBI gene (formerly Entrezgene);Acc:792085],False,,16.04628562927246,5.0163336758109334e-55,proximal_tubule (37%)
4,30,ENSDARG00000005112,cdh17,"cadherin 17, LI cadherin (liver-intestine) [Source:NCBI gene (formerly Entrezgene);Acc:378452]",False,,15.98277473449707,1.3461259622516706e-54,proximal_tubule (37%)
5,1,ENSDARG00000061399,,,False,,11.588844299316406,1.1252138096354929e-26,
5,2,ENSDARG00000045269,pts,6-pyruvoyltetrahydropterin synthase [Source:HGNC Symbol;Acc:HGNC:9689],False,,11.05109977722168,2.595300392507686e-24,
5,3,ENSDARG00000063264,pcdh9,protocadherin 9 [Source:HGNC Symbol;Acc:HGNC:8661],False,,10.717267990112305,6.748475681481465e-23,
5,4,ENSDARG00000079848,gmps,guanine monophosphate synthase [Source:NCBI gene (formerly Entrezgene);Acc:393559],False,,10.636964797973633,1.2018311005274689e-22,
5,5,ENSDARG00000003732,mitfa,melanocyte inducing transcription factor a [Source:NCBI gene (formerly Entrezgene);Acc:30080],True,desc:transcription factor,10.577201843261719,1.8223979890806886e-22,
5,6,ENSDARG00000062338,zeb2a,zinc finger E-box binding homeobox 2a [Source:NCBI gene (formerly Entrezgene);Acc:100003889],True,desc:homeobox,10.377001762390137,1.2605396070970078e-21,
5,7,ENSDARG00000006215,akr1b1.1,"aldo-keto reductase family 1, member B1 (aldose reductase), tandem duplicate 1 [Source:NCBI gene (formerly Entrezgene);A",False,,10.33901596069336,1.30156315803051e-21,
5,8,ENSDARG00000024540,tspan36,tetraspanin 36 [Source:NCBI gene (formerly Entrezgene);Acc:437021],False,,10.338644027709961,1.30156315803051e-21,
5,9,ENSDARG00000035598,coro1ca,"coronin, actin binding protein, 1Ca [Source:NCBI gene (formerly Entrezgene);Acc:317741]",False,,10.330972671508789,1.30156315803051e-21,
5,10,ENSDARG00000063288,slc2a11b,solute carrier family 2 member 11b [Source:NCBI gene (formerly Entrezgene);Acc:564970],False,,10.325034141540527,1.30156315803051e-21,
5,11,ENSDARG00000077467,sox10,SRY-box transcription factor 10 [Source:NCBI gene (formerly Entrezgene);Acc:140616],True,desc:transcription factor,10.31513500213623,1.311737552104456e-21,
5,12,ENSDARG00000028776,,,False,,10.070638656616211,1.4663688699293865e-20,
5,13,ENSDARG00000035715,marcksl1b,MARCKS-like 1b [Source:NCBI gene (formerly Entrezgene);Acc:406504],False,,10.064204216003418,1.4663688699293865e-20,
5,14,ENSDARG00000029663,rab1ab,"RAB1A, member RAS onco family b [Source:NCBI gene (formerly Entrezgene);Acc:368883]",False,,10.015701293945312,2.2264146456596808e-20,
5,15,ENSDARG00000045601,cax1,cation/H+ exchanger protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:560283],False,,9.85385799407959,1.0540760521082208e-19,
5,16,ENSDARG00000089334,ednrba,endothelin receptor Ba [Source:NCBI gene (formerly Entrezgene);Acc:30442],False,,9.639057159423828,7.861108640836702e-19,
5,17,ENSDARG00000040190,qdpra,quinoid dihydropteridine reductase a [Source:NCBI gene (formerly Entrezgene);Acc:566323],False,,9.637077331542969,7.861108640836702e-19,
5,18,ENSDARG00000008413,atp11a,ATPase phospholipid transporting 11A [Source:HGNC Symbol;Acc:HGNC:13552],False,,9.51124095916748,2.5088760753472944e-18,
5,19,ENSDARG00000054274,,,False,,9.328487396240234,1.3548430495953625e-17,
5,20,ENSDARG00000055115,dtnbp1a,dystrobrevin binding protein 1a [Source:NCBI gene (formerly Entrezgene);Acc:394109],False,,9.287778854370117,1.888131020476314e-17,
5,21,ENSDARG00000059120,,,False,,9.173944473266602,5.2051360399011113e-17,
5,22,ENSDARG00000077653,rabl6b,"RAB, member RAS oncogene family like 6 [Source:HGNC Symbol;Acc:HGNC:24703]",False,,9.151796340942383,6.100861058962434e-17,
5,23,ENSDARG00000079757,,,False,,9.009008407592773,2.1669717974184977e-16,
5,24,ENSDARG00000020242,fermt2,FERM domain containing kindlin 2 [Source:NCBI gene (formerly Entrezgene);Acc:553051],False,,8.933530807495117,4.1210729067330516e-16,
5,25,ENSDARG00000029036,rab32a,"RAB32a, member RAS onco family [Source:NCBI gene (formerly Entrezgene);Acc:378969]",False,,8.897895812988281,5.457039166679536e-16,
5,26,ENSDARG00000071424,ap3d1,adaptor related protein complex 3 subunit delta 1 [Source:NCBI gene (formerly Entrezgene);Acc:563359],False,,8.871417045593262,6.658209737523484e-16,
5,27,ENSDARG00000024276,pcbp4,poly(rC) binding protein 4 [Source:NCBI gene (formerly Entrezgene);Acc:406391],False,,8.865230560302734,6.777826570400551e-16,
5,28,ENSDARG00000019231,sptan1,"spectrin alpha, non-erythrocytic 1 [Source:NCBI gene (formerly Entrezgene);Acc:553383]",False,,8.748921394348145,1.8439926679618648e-15,
5,29,ENSDARG00000095201,,,False,,8.718482971191406,2.330494651393127e-15,
5,30,ENSDARG00000040532,,,False,,8.684951782226562,3.027447805676816e-15,
6,1,ENSDARG00000087956,she,,False,,7.716137886047363,2.874180170711042e-10,podocyte_transition (23%)
6,2,ENSDARG00000039034,marcksl1a,MARCKS-like 1a [Source:NCBI gene (formerly Entrezgene);Acc:406407],False,,7.560173034667969,4.824363811153435e-10,podocyte_transition (23%)
6,3,ENSDARG00000075549,cdh5,cadherin 5 [Source:NCBI gene (formerly Entrezgene);Acc:445471],False,,7.498982906341553,5.138769856180095e-10,podocyte_transition (23%)
6,4,ENSDARG00000045748,stab2,stabilin 2 [Source:NCBI gene (formerly Entrezgene);Acc:565194],False,,7.1073994636535645,7.086111455124542e-09,podocyte_transition (23%)
6,5,ENSDARG00000076484,stab1,stabilin 1 [Source:NCBI gene (formerly Entrezgene);Acc:570626],False,,6.907651901245117,2.362202691622707e-08,podocyte_transition (23%)
6,6,ENSDARG00000058128,msna,moesin a [Source:NCBI gene (formerly Entrezgene);Acc:286739],False,,6.715289115905762,6.052717139305126e-08,podocyte_transition (23%)
6,7,ENSDARG00000033466,tagln2,transgelin 2 [Source:NCBI gene (formerly Entrezgene);Acc:259183],False,,6.714937210083008,6.052717139305126e-08,podocyte_transition (23%)
6,8,ENSDARG00000023963,tpm4a,tropomyosin 4a [Source:NCBI gene (formerly Entrezgene);Acc:406437],False,,6.704563140869141,6.052717139305126e-08,podocyte_transition (23%)
6,9,ENSDARG00000056453,afap1l1b,actin filament associated protein 1-like 1b [Source:NCBI gene (formerly Entrezgene);Acc:768144],False,,6.653571128845215,7.618872437001917e-08,podocyte_transition (23%)
6,10,ENSDARG00000031761,dab2,DAB adaptor protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:404040],False,,6.4666595458984375,2.401630674735301e-07,podocyte_transition (23%)
6,11,ENSDARG00000073928,,,False,,6.418128967285156,2.856128510154553e-07,podocyte_transition (23%)
6,12,ENSDARG00000056481,vat1,vesicle amine transport 1 [Source:NCBI gene (formerly Entrezgene);Acc:368752],False,,6.412678241729736,2.856128510154553e-07,podocyte_transition (23%)
6,13,ENSDARG00000053868,etsrp,ETS1-related protein [Source:NCBI gene (formerly Entrezgene);Acc:555766],False,,6.393863677978516,2.9823364457191784e-07,podocyte_transition (23%)
6,14,ENSDARG00000028533,macf1a,,False,,6.378918170928955,3.053495635692597e-07,podocyte_transition (23%)
6,15,ENSDARG00000070391,tspan4b,tetraspanin 4b [Source:NCBI gene (formerly Entrezgene);Acc:556934],False,,6.246338844299316,6.714555963087751e-07,podocyte_transition (23%)
6,16,ENSDARG00000095268,cd34,,False,,6.200622081756592,8.425523113440721e-07,podocyte_transition (23%)
6,17,ENSDARG00000077777,tmsb4x,thymosin beta 4 X-linked [Source:NCBI gene (formerly Entrezgene);Acc:793949],False,,6.190775394439697,8.441532402183693e-07,podocyte_transition (23%)
6,18,ENSDARG00000036462,rab11fip1b,,False,,6.175302028656006,8.793952696715618e-07,podocyte_transition (23%)
6,19,ENSDARG00000044462,,,False,,5.9825873374938965,2.770687283726972e-06,podocyte_transition (23%)
6,20,ENSDARG00000005368,mcamb,melanoma cell adhesion molecule b [Source:NCBI gene (formerly Entrezgene);Acc:338313],False,,5.932122707366943,3.584025131286058e-06,podocyte_transition (23%)
6,21,ENSDARG00000039729,asap1b,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:HGNC:2720]",False,,5.829259872436523,6.354761095432329e-06,podocyte_transition (23%)
6,22,ENSDARG00000039150,lgmn,legumain [Source:NCBI gene (formerly Entrezgene);Acc:406625],False,,5.795851230621338,7.40623552231617e-06,podocyte_transition (23%)
6,23,ENSDARG00000061794,jam3b,junctional adhesion molecule 3b [Source:NCBI gene (formerly Entrezgene);Acc:569217],False,,5.7642011642456055,8.55056964143756e-06,podocyte_transition (23%)
6,24,ENSDARG00000026751,,,False,,5.727275848388672,1.0192852398924467e-05,podocyte_transition (23%)
6,25,ENSDARG00000074829,rasip1,Ras interacting protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:102725533],False,,5.689647197723389,1.2205712508279867e-05,podocyte_transition (23%)
6,26,ENSDARG00000055678,akap12b,A kinase (PRKA) anchor protein 12b [Source:NCBI gene (formerly Entrezgene);Acc:567365],False,,5.566915035247803,2.3904428478457915e-05,podocyte_transition (23%)
6,27,ENSDARG00000020521,exoc6,exocyst complex component 6 [Source:NCBI gene (formerly Entrezgene);Acc:406591],False,,5.362771511077881,7.275757328586674e-05,podocyte_transition (23%)
6,28,ENSDARG00000019307,dusp5,dual specificity phosphatase 5 [Source:NCBI gene (formerly Entrezgene);Acc:114436],False,,5.301580905914307,9.801377354153443e-05,podocyte_transition (23%)
6,29,ENSDARG00000088091,pfn1,profilin 1 [Source:NCBI gene (formerly Entrezgene);Acc:799355],False,,5.292261600494385,9.801377354153443e-05,podocyte_transition (23%)
6,30,ENSDARG00000077285,scarf1,scavenger receptor class F member 1 [Source:HGNC Symbol;Acc:HGNC:16820],False,,5.285580158233643,9.801377354153443e-05,podocyte_transition (23%)
7,1,ENSDARG00000071601,pvalb9,parvalbumin 9 [Source:NCBI gene (formerly Entrezgene);Acc:360209],False,,10.718756675720215,1.992228460216949e-22,proximal_tubule (52%)
7,2,ENSDARG00000043443,kcnj13,potassium inwardly rectifying channel subfamily J member 13 [Source:NCBI gene (formerly Entrezgene);Acc:555691],False,,10.583813667297363,4.245572437133351e-22,proximal_tubule (52%)
7,3,ENSDARG00000093549,selenop,selenoprotein P [Source:NCBI gene (formerly Entrezgene);Acc:352931],False,,10.532443046569824,4.891835246740222e-22,proximal_tubule (52%)
7,4,ENSDARG00000008263,mfsd4ab,major facilitator superfamily domain containing 4Ab [Source:NCBI gene (formerly Entrezgene);Acc:558146],False,,10.212465286254883,1.0449575778233768e-20,proximal_tubule (52%)
7,5,ENSDARG00000008697,epas1a,endothelial PAS domain protein 1 [Source:HGNC Symbol;Acc:HGNC:3374],False,,10.130936622619629,1.9308845055599282e-20,proximal_tubule (52%)
7,6,ENSDARG00000044902,atp2b4,ATPase plasma membrane Ca2+ transporting 4 [Source:NCBI gene (formerly Entrezgene);Acc:768304],False,,10.078161239624023,2.75676842913272e-20,proximal_tubule (52%)
7,7,ENSDARG00000019420,etnk1,ethanolamine kinase 1 [Source:HGNC Symbol;Acc:HGNC:24649],False,,9.899642944335938,1.4305432338498518e-19,proximal_tubule (52%)
7,8,ENSDARG00000027249,btg1,"B-cell translocation 1, anti-proliferative [Source:NCBI gene (formerly Entrezgene);Acc:114432]",False,,9.845460891723633,2.148595597832512e-19,proximal_tubule (52%)
7,9,ENSDARG00000009040,si:ch73-141c7.1,si:ch73-141c7.1 [Source:NCBI gene (formerly Entrezgene);Acc:393762],False,,9.772111892700195,3.9504606361530773e-19,proximal_tubule (52%)
7,10,ENSDARG00000005191,ahcy,adenosylhomocysteinase [Source:NCBI gene (formerly Entrezgene);Acc:387530],False,,9.759204864501953,3.9943301999187754e-19,proximal_tubule (52%)
7,11,ENSDARG00000029832,slc26a1,solute carrier family 26 member 1 [Source:NCBI gene (formerly Entrezgene);Acc:791185],False,,9.750643730163574,3.9943301999187754e-19,proximal_tubule (52%)
7,12,ENSDARG00000070844,gamt,guanidinoacetate N-methyltransferase [Source:NCBI gene (formerly Entrezgene);Acc:796865],False,,9.486124992370605,4.789661393934197e-18,proximal_tubule (52%)
7,13,ENSDARG00000017127,pdzk1ip1,PDZK1 interacting protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:368722],False,,9.139311790466309,1.1588792730579e-16,proximal_tubule (52%)
7,14,ENSDARG00000005704,eps8l3b,EPS8 signaling adaptor L3b [Source:NCBI gene (formerly Entrezgene);Acc:393332],False,,9.014080047607422,3.39909966471007e-16,proximal_tubule (52%)
7,15,ENSDARG00000036232,trpm7,"transient receptor potential cation channel, subfamily M, member 7 [Source:NCBI gene (formerly Entrezgene);Acc:280653]",False,,8.935619354248047,6.470361042445316e-16,proximal_tubule (52%)
7,16,ENSDARG00000043457,gapdh,glyceraldehyde-3-phosphate dehydrogenase [Source:NCBI gene (formerly Entrezgene);Acc:317743],False,,8.918496131896973,7.081091187746514e-16,proximal_tubule (52%)
7,17,ENSDARG00000031020,pip4k2ca,"phosphatidylinositol-5-phosphate 4-kinase, type II, gamma a [Source:NCBI gene (formerly Entrezgene);Acc:373124]",False,,8.881820678710938,9.274212427593496e-16,proximal_tubule (52%)
7,18,ENSDARG00000057429,arg1,arginase 1 [Source:NCBI gene (formerly Entrezgene);Acc:570368],False,,8.822272300720215,1.493596607664521e-15,proximal_tubule (52%)
7,19,ENSDARG00000058365,hspb8,heat shock protein b8 [Source:NCBI gene (formerly Entrezgene);Acc:791580],False,,8.635831832885742,7.355179543889695e-15,proximal_tubule (52%)
7,20,ENSDARG00000053684,aldob,"aldolase b, fructose-bisphosphate [Source:NCBI gene (formerly Entrezgene);Acc:321664]",False,,8.573344230651855,1.2047664169000683e-14,proximal_tubule (52%)
7,21,ENSDARG00000005154,aspa,aspartoacylase [Source:NCBI gene (formerly Entrezgene);Acc:557232],False,,8.522868156433105,1.776635217596396e-14,proximal_tubule (52%)
7,22,ENSDARG00000025522,sgk1,serum/glucocorticoid regulated kinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:324140],False,,8.41476058959961,4.289528185711143e-14,proximal_tubule (52%)
7,23,ENSDARG00000022261,pdzk1,PDZ domain containing 1 [Source:NCBI gene (formerly Entrezgene);Acc:337325],False,,8.363901138305664,6.323674023852325e-14,proximal_tubule (52%)
7,24,ENSDARG00000071052,si:dkey-150i13.2,,False,,8.345755577087402,6.932782243717372e-14,proximal_tubule (52%)
7,25,ENSDARG00000042620,gstr,glutathione S-transferase rho [Source:NCBI gene (formerly Entrezgene);Acc:564619],False,,8.343199729919434,6.932782243717372e-14,proximal_tubule (52%)
7,26,ENSDARG00000079340,slc47a4,solute carrier family 47 member 4 [Source:NCBI gene (formerly Entrezgene);Acc:555258],False,,8.336298942565918,7.066702812531082e-14,proximal_tubule (52%)
7,27,ENSDARG00000003697,slc5a8l,"solute carrier family 5 member 8, like [Source:NCBI gene (formerly Entrezgene);Acc:556156]",False,,8.30524730682373,8.84332606337155e-14,proximal_tubule (52%)
7,28,ENSDARG00000018921,lratd1,LRAT domain containing 1 [Source:NCBI gene (formerly Entrezgene);Acc:393590],False,,8.221674919128418,1.7179743713584552e-13,proximal_tubule (52%)
7,29,ENSDARG00000035676,ptp4a2b,protein tyrosine phosphatase 4A2b [Source:NCBI gene (formerly Entrezgene);Acc:334483],False,,8.20161247253418,1.960454765611635e-13,proximal_tubule (52%)
7,30,ENSDARG00000019881,bsg,basigin [Source:NCBI gene (formerly Entrezgene);Acc:337692],False,,8.18525505065918,2.1710987574019069e-13,proximal_tubule (52%)
8,1,ENSDARG00000096655,si:ch211-184m19.3,,False,,16.114952087402344,4.801679501140136e-54,
8,2,ENSDARG00000012078,meis1b,Meis homeobox 1 b [Source:NCBI gene (formerly Entrezgene);Acc:170446],True,desc:homeobox,14.969890594482422,1.3843926099440279e-46,
8,3,ENSDARG00000095268,cd34,,False,,14.668556213378906,8.189990870128697e-45,
8,4,ENSDARG00000095351,si:ch73-308b14.1,,False,,14.284908294677734,1.6285694150218363e-42,
8,5,ENSDARG00000035809,col1a1b,"collagen, type I, alpha 1b [Source:NCBI gene (formerly Entrezgene);Acc:325675]",False,,13.935811996459961,1.8399889905824752e-40,
8,6,ENSDARG00000096508,si:ch211-265g21.1,,False,,13.768013000488281,1.5859496886509316e-39,
8,7,ENSDARG00000021113,ptmaa,prothymosin alpha a [Source:NCBI gene (formerly Entrezgene);Acc:335707],False,,13.735594749450684,2.1279687276415148e-39,
8,8,ENSDARG00000018693,cdh2,"cadherin 2, type 1, N-cadherin (neuronal) [Source:NCBI gene (formerly Entrezgene);Acc:30291]",False,,13.616999626159668,9.508336799040803e-39,
8,9,ENSDARG00000039576,fstl1b,follistatin-like 1b [Source:NCBI gene (formerly Entrezgene);Acc:324309],False,,13.549337387084961,2.12929820683646e-38,
8,10,ENSDARG00000039034,marcksl1a,MARCKS-like 1a [Source:NCBI gene (formerly Entrezgene);Acc:406407],False,,12.847914695739746,2.1179891540200952e-34,
8,11,ENSDARG00000020007,col1a2,"collagen, type I, alpha 2 [Source:NCBI gene (formerly Entrezgene);Acc:336471]",False,,12.54629135131836,8.32091314843932e-33,
8,12,ENSDARG00000021864,rplp1,ribosomal protein lateral stalk subunit P1 [Source:NCBI gene (formerly Entrezgene);Acc:336719],False,,12.413217544555664,3.793539975067288e-32,
8,13,ENSDARG00000009212,ppiaa,peptidylprolyl isomerase Aa (cyclophilin A) [Source:NCBI gene (formerly Entrezgene);Acc:336612],False,,12.393951416015625,4.503291041108349e-32,
8,14,ENSDARG00000036036,mdka,midkine a [Source:NCBI gene (formerly Entrezgene);Acc:30277],False,,12.317002296447754,1.0991895243648407e-31,
8,15,ENSDARG00000058128,msna,moesin a [Source:NCBI gene (formerly Entrezgene);Acc:286739],False,,12.28718090057373,1.4966278893154227e-31,
8,16,ENSDARG00000012593,col5a1,collagen type V alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2209],False,,12.160221099853516,6.7411217698911015e-31,
8,17,ENSDARG00000023963,tpm4a,tropomyosin 4a [Source:NCBI gene (formerly Entrezgene);Acc:406437],False,,12.136224746704102,8.564430635161474e-31,
8,18,ENSDARG00000019230,rpl7a,ribosomal protein L7a [Source:NCBI gene (formerly Entrezgene);Acc:337010],False,,11.306689262390137,1.45728063615107e-26,
8,19,ENSDARG00000006691,rpl12,ribosomal protein L12 [Source:NCBI gene (formerly Entrezgene);Acc:327089],False,,11.189016342163086,5.268004150168393e-26,
8,20,ENSDARG00000002795,meis3,myeloid ecotropic viral integration site 3 [Source:NCBI gene (formerly Entrezgene);Acc:81885],False,,11.050058364868164,2.386899697549557e-25,
8,21,ENSDARG00000053493,aldh1a2,"aldehyde dehydrogenase 1 family, member A2 [Source:NCBI gene (formerly Entrezgene);Acc:116713]",False,,10.993817329406738,4.2650204850297395e-25,
8,22,ENSDARG00000058451,rpl6,ribosomal protein L6 [Source:NCBI gene (formerly Entrezgene);Acc:336727],False,,10.856647491455078,1.8233945815632823e-24,
8,23,ENSDARG00000016744,,,False,,10.854340553283691,1.8233945815632823e-24,
8,24,ENSDARG00000078459,cux1a,cut like homeobox 1 [Source:HGNC Symbol;Acc:HGNC:2557],True,desc:homeobox,10.788640022277832,3.5909983728250444e-24,
8,25,ENSDARG00000012405,col1a1a,"collagen, type I, alpha 1a [Source:NCBI gene (formerly Entrezgene);Acc:337158]",False,,10.762452125549316,4.596383753328563e-24,
8,26,ENSDARG00000014690,rps4x,ribosomal protein S4 X-linked [Source:NCBI gene (formerly Entrezgene);Acc:449547],False,,10.758875846862793,4.607626013195156e-24,
8,27,ENSDARG00000002937,meis1a,Meis homeobox 1 a [Source:NCBI gene (formerly Entrezgene);Acc:170455],True,desc:homeobox,10.724266052246094,6.472432796777949e-24,
8,28,ENSDARG00000092362,hsp70.2,"heat shock cognate 70-kd protein, tandem duplicate 2 [Source:NCBI gene (formerly Entrezgene);Acc:100535101]",False,,10.713537216186523,7.026142088298465e-24,
8,29,ENSDARG00000002131,celf2,"cugbp, Elav-like family member 2 [Source:NCBI gene (formerly Entrezgene);Acc:373117]",False,,10.693232536315918,8.46583217166635e-24,
8,30,ENSDARG00000069912,hmga2,high mobility group AT-hook 2 [Source:NCBI gene (formerly Entrezgene);Acc:324428],True,desc:high mobility group,10.666352272033691,1.0955470109708467e-23,
9,1,ENSDARG00000055723,hsp70l,"heat shock cognate 70-kd protein, like [Source:NCBI gene (formerly Entrezgene);Acc:560210]",False,,10.72809886932373,1.8007691012911158e-22,
9,2,ENSDARG00000092362,hsp70.2,"heat shock cognate 70-kd protein, tandem duplicate 2 [Source:NCBI gene (formerly Entrezgene);Acc:100535101]",False,,10.055008888244629,1.0464559384876386e-19,
9,3,ENSDARG00000053058,rps11,ribosomal protein S11 [Source:NCBI gene (formerly Entrezgene);Acc:406686],False,,9.931243896484375,2.432416009216114e-19,
9,4,ENSDARG00000051783,rplp0,"ribosomal protein, large, P0 [Source:NCBI gene (formerly Entrezgene);Acc:58101]",False,,9.787826538085938,7.610263585215372e-19,
9,5,ENSDARG00000029688,hsp70.1,"heat shock cognate 70-kd protein, tandem duplicate 1 [Source:NCBI gene (formerly Entrezgene);Acc:100126123]",False,,9.625374794006348,2.9952325256738032e-18,
9,6,ENSDARG00000019230,rpl7a,ribosomal protein L7a [Source:NCBI gene (formerly Entrezgene);Acc:337010],False,,9.125005722045898,2.8657115961383906e-16,
9,7,ENSDARG00000009285,rpl15,ribosomal protein L15 [Source:NCBI gene (formerly Entrezgene);Acc:445053],False,,9.105263710021973,2.9468429768227194e-16,
9,8,ENSDARG00000041182,rpl4,ribosomal protein L4 [Source:NCBI gene (formerly Entrezgene);Acc:337090],False,,9.020186424255371,5.622178143815365e-16,
9,9,ENSDARG00000043453,rps5,ribosomal protein S5 [Source:NCBI gene (formerly Entrezgene);Acc:192297],False,,9.007349967956543,5.622178143815365e-16,
